Total numbers to generate: 512000
Total number of threads: 512
Total numbers to generate per thread: 1000

############### INTRA-STREAM TEST ###############

Uniform averages (exp. 0.5):
<xi>@thread0:	0.504633
<xi>@thread1:	0.511853
<xi>@thread2:	0.508636
<xi>@thread3:	0.504385
<xi>@thread4:	0.496918
<xi>@thread5:	0.494944
<xi>@thread6:	0.507779
<xi>@thread7:	0.485896
<xi>@thread8:	0.514185
<xi>@thread9:	0.50319
<xi>@thread10:	0.50323
<xi>@thread11:	0.499275
<xi>@thread12:	0.484983
<xi>@thread13:	0.503473
<xi>@thread14:	0.513487
<xi>@thread15:	0.506703
<xi>@thread16:	0.494518
<xi>@thread17:	0.51431
<xi>@thread18:	0.495999
<xi>@thread19:	0.495282
<xi>@thread20:	0.515655
<xi>@thread21:	0.500078
<xi>@thread22:	0.510316
<xi>@thread23:	0.504522
<xi>@thread24:	0.486243
<xi>@thread25:	0.48643
<xi>@thread26:	0.503122
<xi>@thread27:	0.508048
<xi>@thread28:	0.495066
<xi>@thread29:	0.509645
<xi>@thread30:	0.497802
<xi>@thread31:	0.509821
<xi>@thread32:	0.497424
<xi>@thread33:	0.507507
<xi>@thread34:	0.486247
<xi>@thread35:	0.490658
<xi>@thread36:	0.497098
<xi>@thread37:	0.498018
<xi>@thread38:	0.505371
<xi>@thread39:	0.492985
<xi>@thread40:	0.511733
<xi>@thread41:	0.493944
<xi>@thread42:	0.508648
<xi>@thread43:	0.526372
<xi>@thread44:	0.495437
<xi>@thread45:	0.490169
<xi>@thread46:	0.485866
<xi>@thread47:	0.498702
<xi>@thread48:	0.499808
<xi>@thread49:	0.505877
<xi>@thread50:	0.494935
<xi>@thread51:	0.503244
<xi>@thread52:	0.510019
<xi>@thread53:	0.497039
<xi>@thread54:	0.507514
<xi>@thread55:	0.508229
<xi>@thread56:	0.481315
<xi>@thread57:	0.505268
<xi>@thread58:	0.509461
<xi>@thread59:	0.503188
<xi>@thread60:	0.501004
<xi>@thread61:	0.498495
<xi>@thread62:	0.509063
<xi>@thread63:	0.493232
<xi>@thread64:	0.497305
<xi>@thread65:	0.505284
<xi>@thread66:	0.493788
<xi>@thread67:	0.493593
<xi>@thread68:	0.492462
<xi>@thread69:	0.504737
<xi>@thread70:	0.513048
<xi>@thread71:	0.501012
<xi>@thread72:	0.498816
<xi>@thread73:	0.501286
<xi>@thread74:	0.491088
<xi>@thread75:	0.506888
<xi>@thread76:	0.515753
<xi>@thread77:	0.506088
<xi>@thread78:	0.492125
<xi>@thread79:	0.512607
<xi>@thread80:	0.492495
<xi>@thread81:	0.495898
<xi>@thread82:	0.500232
<xi>@thread83:	0.506838
<xi>@thread84:	0.509726
<xi>@thread85:	0.492712
<xi>@thread86:	0.49244
<xi>@thread87:	0.483618
<xi>@thread88:	0.505224
<xi>@thread89:	0.505267
<xi>@thread90:	0.49212
<xi>@thread91:	0.519185
<xi>@thread92:	0.505648
<xi>@thread93:	0.494802
<xi>@thread94:	0.495162
<xi>@thread95:	0.508145
<xi>@thread96:	0.505821
<xi>@thread97:	0.505283
<xi>@thread98:	0.496821
<xi>@thread99:	0.492657
<xi>@thread100:	0.511968
